,Unnamed: 0,User Name,Heading,Rating,Review,vector
122,122,ANKIT SINHA,Delightful,4,this phone looks soo classy 👌 and it has a very nice premium design as well....I am happy with this phone...for the camera quality I think mi should go few step ahead becoz the camera is not at it's level best... everything is very perfect in redmi 8..the only thing what I didn't like is the performance of this phone...some time I felt frustration with it's performance...but it's okay with this price segment...READ MORE,1
123,123,Flipkart Customer,Fabulous!,5,This was my second purchase of Redmi mobile..Same as shown in picture . ..very nice quality love this red colour superb display ...more than expected..READ MORE,1
124,124,Francis  Paul,Great product,5,I have fallen in loveThe build is just wow and the back reflective design is soo awesomeWay more better than realme C3 Support fast charging 18WThe performance at this price is unbeatableDieheart REDMI fan for lufe 🥰😍😍Thats to flipkart for steady and fast deliveryWorth every single penny you pay for itYou too will fall and in Love foshoREAD MORE,1
125,125,Flipkart Customer,Terrific,5,Pros:1) Good battery .....lasts for whole 1 day with rough use2) Stylish design... Shiny back panel is very attractive to be hold3) compact size.... 6.22 inch is very practical size to use in pocket Or to hold in hand4 ) Ram and storage.. Gives u multitasking experience smooth and to store enough amount of data and apps 5) camera is  ok +Cons:Processor is 439...but giga hertz is 2.0   ...hence overall it gives good processing while opening any apps and normal size games.. It i...READ MORE,1
126,126,Flipkart Customer,Delightful,4,Battery is very good but charging time is too long because of 10w charger it supports fast charging in box their is no fast charger is giving. Camera is little disappointed..  Over all nice phone but igot in 9800rps so its more than early price.READ MORE,1
127,127,Dragpal Singh,Classy product,5,Redmi 8 Nice product and good sound quality and good camera quality and good battery backup because 5000 MAH battery and fast performance due to 4gb ram with 64 gb memory. seller is delivered that product on time . Go for itREAD MORE,1
128,128,Flipkart Customer,Wonderful,5,The sound quality is amazing wonderful like a woofer when it is in full mode. The 🔋 backup is also amazing 4 day continue when it full chargeREAD MORE,1
129,129,Flipkart Customer,Perfect product!,5,Wow the phone and its performance it's really good when it comes to its battery life where it will last at least for 5 days even after using the phone in high brightness and also the processor and the performance of the phone is really great and games like pubg doesn't lag and it's very smooth and the graphics are really great and the display is really an inspiring thing to look at in this segmentREAD MORE,1
130,130,Flipkart Customer,Perfect product!,5,I used this phone since month and I thought its right time to review..1.)Camera looks very dull (2/5)2.)Battery life is preety good(4.5/5)3.)Processor is good for normal users but not for gamers(4/5)4.)display is better in this budget (5/5)5.)Fingerprint point is not fast it takes little time to open(4/5)6.)Firstly phone is filled with many apps consumes most of the space in mobile phone..7.) I tried PUBG but my experience was not good(3.5/5)...If u are a gamer and want good came...READ MORE,1
131,131,Flipkart Customer,Mind-blowing purchase,5,Overall experience of using this phone is bestBattery is bestFast chargingType C data cable Full HD displayNo lag while playing PUBG OR FREE FIREsuperb mobileBest budget mobile phone under this priceI like this phone as camera is in middle which looks makes betterCamera is good Selfie 🤳 is also goodREAD MORE,1
132,132,Flipkart Customer,Best in the market!,5,Really awesome for mobile.. alludhu.. fast delivery. I like flipkart.. also refer my friends .. genuine product..READ MORE,1
133,133,Omm Prakash Das Das,Perfect product!,5,"Nice mobile,it is better for me .I love it,the battery performance is very good but the processor is not so goodREAD MORE",1
134,134,Sanju Dhiwar,Terrific,5,Nice mobile Performance good Batter backup so good Camera quality this price range goodREAD MORE,1
135,135,Saikumar Ananthula,Budget mobile Very Nice With All Features,4,"Redmi 8 is Best Budget Smart Phone it is  Superb Mobile.All Features are Excellent ,but Display is Better because it is not FULLHD Display, it is very useful for persons who use mobile other than pubg ,even though pubg lite plays well.PROS:5000mah BatteryFast charging4gb ram ,64 gb internal storageIr blaster5.0 gorilla glassFree casecamera better than realme c3CONS:DISPLAY IS SLIGHT DISAPPOINTING ( no problem for non hd viewers)No wifi callingAndroid 9Little bit touch problems...READ MORE",1
136,136,ebin  joy,Good quality product,4,"Redmi 8 build quality is super very good design & the display super very good👌👌👌.Display is super 👌👌👌(giving 5 star) , camera is not so good (Average), battery (Average)READ MORE",1
137,137,Flipkart Customer,Super!,5,"furking amazinggreat furking productruns as smooth as Kim Kardashian's Arscamera so good that It makes pictures of my sausage look bigger.great display helps me watch Pon in HD.I can flex in front of dem biches now with such a saxy phone.thank you redmi, you suns of biches did a really good job developing such a sweet puccy phone and at a furking affordable price.READ MORE",1
138,138,Saptarshi Das,Mind-blowing purchase,5,"Nice phone at this price segment.. need some software bugs to be fixed... Battery backup is not so good as per based on my knowledge., Though it's not so bad ... Camera quality is impressive.Sensors are working well also. It would be great to have a notification LED. I think Xiaomi should be sit more tightly if they wish to stay intact on there market of smart phones. This is INDIA, little things depend here.READ MORE",1
139,139,Deepak Passi,Mind-blowing purchase,5,"Slim and steady in holding and operating.Good - Modern day LooksGood Camera,  Fast Processing,  No heating or lagging Super Deal and fast delivery by Flipkart!READ MORE",1
140,140,Jignesh Borsania,Best in the market!,5,"Very good phone...nice display and long battery life ,, good camera, 4gb Ram, large storage... decent price... highly recommendREAD MORE",1
141,141,raj sharma,Must buy!,5,nice mobile  thanks  Flipkart  battery super nice camera is good quality redme 8READ MORE,1
142,142,Flipkart Customer,Great product,5,"Best phone for this price range! The battery is long lasting and charges very fast.Great features such as Mi Remote, Wireless radio, Split screen, Reading mode, in-built screen recorder, etc. The performance is great! It can easily run Call of Duty on mid graphics smoothly (Probably supports high graphics as well but I've never tried it). The only thing which bothers me is the display quality and Camera quality. But again, this is a budget phone and I think for this price range, Redmi 8 i...READ MORE",1
143,143,Shubham Biswas,Classy product,5,value for money... battery life is awesome. best phone in this range  i gifted to my papa.fast delivery thank u flippiREAD MORE,1
144,144,Flipkart Customer,Super!,5,good battery charger and good volume good display good phoneREAD MORE,1
145,145,Flipkart Customer,Does the job,3,I m so happy by buying this mobile the mobile color is amazing and camera is too good also the battery quality literally nice thanks to flipcardREAD MORE,0
146,146,ASMIT KUMAR,Delightful,4,Mobile is Very nice looking and gorgeous. it fits in hand Very nice and griping is nice. But camera is not monstor. It is a simple camera. Selfie camera has beauty which makes selfie more Better.    But delivery boy is Very busy. He said i don't know your address if  you want to take your parcel then you have to come at another address which is about to 0.5KM.far away from my address. My address is Very popular so Anybody reach out at my address. I am waiting for half an hour at another addr...READ MORE,1
147,147,Srini g,Worth every penny,5,excellent battery backup... smooth and silky touch screen.... quick performance of the processor...stylish design...handy mobile. 18watts fast charger.doesn't do better by any other mobile for this low cost...7999rs..worth for every penny...READ MORE,1
148,148,Flipkart Customer,Mind-blowing purchase,5,Nice phone low budget very Very nice and fast delivery excellent thanks flip kartREAD MORE,1
149,149,Rohit Singh Panwar,Nice,3,"superb phone for normal use ,.......not selfi and camera lover don't buy this over all good phone in 8kREAD MORE",0
150,150,bharat rasve,Must buy!,5,"i bharat rasve from jalna bought this phone for my brother vishal jadhav ..he felt very satisfying after getting this phone because of its awesome design , display quality and  good performance.we got it in 8k value for moneyREAD MORE",1
151,151,Veeru Shrivastava,Simply awesome,5,WOW SO SMOOTH TO RUN THIS PHONE IS OSM AND I LOVE TO SHARE FEED BACK  IF ANY WANT TO BUY SO BUY IT AND DO NOT THINK AND BUY .READ MORE,1
152,152,Ash Business Machines Customer,Really Nice,4,"exclusive review about product and not about flipkart service.1. Display is Ok2. touch is very sensitive, is there any option to reduce sensitivity?3. Camera is not that much worth. Better than VGA camera4. internal memory 64GB is really good for my usage5. screen size is also really appreciable6. Processor is same of Redmi Note 4, which was launched 2.5 years back. 7. I'm not a gamer. so for general applications there is no much difference by using 4gb RAM.My verdict :No differen...READ MORE",1
153,153,Flipkart Customer,Must buy!,5,good nice  i like this redmi brand  thank you flipkratREAD MORE,1
154,154,MOHD FAISAL,Awesome,5,This is amazing one guys. I am honestly saying this is the value for money at this time in India. I have black one of this model and that is authentic and all colors are awesome and attractive. Main thing is battery and it's performance. C'mon guys go get itREAD MORE,1
155,155,Sachin Gawande,Pretty good,4,good product and value for money.... we are using this product since last 3 months accordingly I want to put few points. pros:1. value for money2. good display 3. processor of mobile is good at this rangecons:1. heavy and little sturdy (not a slim trim type) 2. poor camera quality (we can not expect good camera at this range) 3. No charging LED indicator like other modelsREAD MORE,1
156,156,Wasim,Just okay,3,Overall an ok phone. There are older versions like the R7 which had a much powerful processor 632 and graphics. The ram on Redmi 8 is DDR 3 whereas on earlier version Y3 and 7 they run on DDR4.So was expected to have at least the same if not a better processor.Camera is great with Gcam. Looks are pretty as well.READ MORE,0
157,157,Eldhose Baby,Best in the market!,5,over all good product under this price range.....very nice phone and good design...looks like very attractive.READ MORE,1
158,158,Flipkart Customer,Wonderful,4,I liked this mobile but size of the screen disappointed me at least if it's 6.24 or 6.3 and the price of the increased to 500 and giving fast charger then it will be a good thing any how at this price range it is a good mobileREAD MORE,1
159,159,saroj parmar,Terrific purchase,5,best mobile ever @7999/-two days battery2.5 GB RAM FREE OUT OF 4 GBBIGGER DISPLAYGOOD VOLUMECAMERA QUALITY IS BEST SAME AS REDMI 7MUST BUY ITREAD MORE,1
160,160,ARAVIND DEEKSHITH T SEVA CENTRE,Worth every penny,5,redmi 8 mobile excellent mobile low price mobile smart mobile super I love I am lucky thank you Flipkart battery excellent mobile phone search excellent smartREAD MORE,1
161,161,pritam kumar,Wonderful,5,"it's really awesome phone at 7999, updated new features, camera quality is superb and long time battery. phone speed is too fast and & model design is fabulous.READ MORE",1
162,162,Anshuman Pandey,Good choice,4,Phone is absolutely beautiful and value for money. But I am giving it 3 stars for the late delivery. The delivery took almost 6 days and I'm very disappointed with it. Other than that you can go for the phone blindly. It is very good and best phone under 8000. I hope this review helps. Good luck.READ MORE,1
163,163,piyush soni,Terrific purchase,5,Thank You Redmi Team Good Product Value of money is very very very very very very very good I am so happyREAD MORE,1
164,164,Puja Roy,Terrific,5,"It's Awesome camera, superb battery❤, All performance is best 👍💯 Love ❤😘u Redmi ❤READ MORE",1
165,165,Rajiv Kumar,Mind-blowing purchase,5,"very good battery performance and stable in long time5000Mah battery in this and also support fast chargeAnd gorilla Glass Display ,so smooth of touch in displayCamera  Quality is best in captureunder 8kREAD MORE",1
166,166,Falguni Das,Decent product,3,"Pros: Battery - good, sufficient for 1day moderate use.          Charger- good, take almost 3.25 hrs for full recharge         Ram & Rom- Very good        Processor- Moderate, but for 4gb ram, it is smooth.        AI face unlock & fingerprint sensor - very sensitive        Sound- Loud        Internet- much faster. Cons:- Camera - Front camera bad, though it is 8 mp, but look like 1.3 mp or VGA, photo blurred, does not clear even in portrait mode, back camera moderate, not much good. ...READ MORE",0
167,167,Jai Vignesh,Brilliant,5,Redmi 8 - Budget Killer Pro's:*Big Battery 5000mAh with 18W Fast Charging Support*4 GB RAM + 64 GB ROM (with dedicated SD card slot expandable upto 512 GB) *Dual Camera 12mp(SONY IMX 363(used in poco f1)+2mp(bokeh effect) *Fullview display with dot notch*IR Blaster*Wireless FM*Corning Gorilla Glass 5*Beautiful display (eventhough 720p it is decent enough)*Glossy Design (feels like premium only by look) *Fingerprint Sensor + AI Face Unlock*USB Type C CableCon's:*Snapdragon 439 - ...READ MORE,1
168,168,Pruthviraj Bhaskar,Super!,5,"The device is better for normal usage stats and will give all day battery, it's not a gamer phoner but very useful, greatly priced, best for normal usage like social apps and video playback and day to day work. Absolutely best phone for normal usage.Now a days I'm experiencing the screen flickering issue, where I need to turn off the device and on. Hoping it might get resolved in next update.READ MORE",1
169,169,Akash Kumar,Nice,3,"Display Quality is Very Very Bad, if u like 1080p Full HD videos don't buy this Phone, bcoz its not supported 1080p videos on YouTube and Camera Quality is average.. phone performance is average. its good for Senior Citizens..READ MORE",0
170,170,vinod Harsha CHALUMURI,Terrific,5,awesome mobile and excellent performance and excellent  build quality and working also very nice money for valueREAD MORE,1
171,171,Anupa Biswas,Good,3,Awesome dill ..I got it on  7999  ... Rank base It's deserve 3Star bcz Battery performance it's not good .. otherwise its nice .. After using 9 to 10 days I review that the product ..READ MORE,0
172,172,bishnu behera,Worth the money,4,"top performance, camara is good but not best , baatery is good backupREAD MORE",1
173,173,Rajeev  Ranjan,Nice product,4,"REDMI 8 is the best mobile at this point of time in 7999.I am amazed by battery life it's awesome. Camera could be even better , Mobile has been working good . If someone is gaming pro then look for higher but overall this product is excellent and value for the money.READ MORE",1
174,174,Flipkart Customer,Nice,3,"I am Asus maxpro m1 user, after 1 week use my redmi onyx 8 & I am first time user of redmi, my friend told me redmi is good phone and please go for it, so purchase The redmi, 1) camera- average 2)display- good 3) performance- good 4) battery- I am not satisfied- bad, bacause compared to my Asus, redmi battery charge is drain too fastly, if you are like a good battery back up liker don't purchase with this mobile, otherwise good......READ MORE",0
175,175,Subhajit Bagh,Simply awesome,5,"camera is rear, battery beast good come back redmi, this also supports Google Camera,redmi keep update severy month,I give review after used two days, highly recommend must buy thank u redmi thanks flipcart.READ MORE",1
176,176,Anil Ugale,Excellent,5,""" Superb Display...Al preforms really well, Processor  Beast.Go for it without any second thoughts....""Good AI Dual  Camera 4GB RAM 64 GB ROM 5000mAh battery ohho!! I will highly recommend this phone . Flipkart Delivery so fast in 3 days Thanks Flipkart!!!READ MORE",1
177,177,Akshay Patil,Delightful,4,In detailed for this product if u. say then 1. camera- good but not clear at this price good enough (+)2.battery- good (++)3.storage-64gb (++)at this price4.display- good(++)sharp with hd 5.performance-not really tested much with gaming and but feels ok(+)6.sound-ok(+)i feel when i played songs on YT the output was not much loud at max volume as it should be 7.design- Better(++)Nice Colours (Red is which i ordered was best) the design i feel the side curve or edgy surface with releates...READ MORE,1
178,178,MEHEBUB ALI,Worth every penny,5,just go for this.... nothing better than this product....    I loved ❤😘it.... MI really u r beauty... Atlast Flipkart is d bestREAD MORE,1
179,179,vaibhav gautam,Worthless,1,"The gyroscope of my device is not working properly. Front Camera quality is like vga camera, I have requested for a return twice but it has been rejected every single time. And I am not getting any response now. I have 3 more mobile phones of mi which worked all great. But this device is not good at all.READ MORE",0
180,180,Sourav  Ghosh ,Super!,5,First of all let me mention that the device is best value for your buck.The design looks premium.Now let me mention about the pros and cons.Pros:--Massive 5000mah Battery-6.22 inch dot notch display-4gb+64gb of storage which makes it powerful in this price segment-Premium Aura Design-Wireless FM-Dedicated MicroSD slot.-UsB Type -C with support For fast Charging.-Dual Camera with flagship sony sensor.-Fingerprint Sensor with AI Face UnlockCons:--Processor SD 439 which is a downg...READ MORE,1
181,181,GAYATRI GARG,Wonderful,4,Nice Product at this rangeSome of the Pros-1. Good Battery Backup2. 4/64 at this price3. Color is Stylish4. Dot Notch Display5. C type fast ChargingCons-1. Low Processor2. Camera Quality not so goodREAD MORE,1
182,182,Manoj Venkatesh ,Classy product,5,"good in price range 8k thanks for flipkart for such a good mobile with 4gb ram and 64 gb storage excellent features face lock ,finger print along with snapdragon processor good thanks for redmiREAD MORE",1
183,183,Javed Ansari,Very poor,5,Battery is equal to 3000mah comparing other phone. It's become worst to worst day by day. Notification tone are misbehaving in silent it sounds. It takes almost 4 hrs to full charge even 2A charger are given with it. It's charger are also not capable to give fast charge. Mobile are heated after use of half an hour. Ram is 3 gb but also phone getting slow. Heating is to much that u can't talk on phone without headphones. I can't recommend any one to buy and also me never take the redmi phones.READ MORE,1
184,184,SATENDER KUMAR,Don't waste your money,5,"Phone gets hot when playing any games or if using heavily.After it gets hot the touchscreens stops working and gets sluggish.I reported this within 2 days but as pet their system everything is fine.And now I'm helpless to use this phone that I don't even want to use but they won't replace and refund.Furthermore, this is not the first time it's happening with me.They should trust on users as well.READ MORE",1
185,185,Sunil kumar Pal,Super!,4,Best brand phone under 10000 rupees    It's camera side best looking      You have to purchase it without any doubt         Deliver is also good in covid 19 situation           Battery performance outstandingREAD MORE,1
186,186,Flipkart Customer,Mind-blowing purchase,5,EXCELLENT MOBILE REDMI 8 MOBILE.. GOOD BATTERY PACKUP .. AND ALL ARE EXCELLENT PERFORMANCE .. I LOVE REDMI 8READ MORE,1
187,187,Flipkart Customer,Worth the money,3,Not a metallic body in the back. So its not impressive as seen in pic. Handy phone. Camera is not perfect but satisfactory performance. Performance of mobile is good. Battery is good. Overall it's good one with realme increased its priceREAD MORE,0
188,188,Flipkart Customer,Perfect product!,1,This phn gives amazing performence on this price My main reason to by this product is battery performance is up to wordsBut in camera side i am not satisfied But all in all this is a comfort phoneOn problem that i want to report that sometimes this gallery will stuck for sometimes other wise i am satisfied to use this phnREAD MORE,0
189,189,Narendra  Joshi,Decent product,1,"If you confused between infinix hot 8 and redmi 8 personally I suggests to buy infinix hot 8 because it has triple camera, and 1000 different between price. redmi 8 lags much because of poor sd 439 processor.. display is also dull it has only 269 ppi. battery is satisfactory.  it's not value for money . camera is like vga. no properly capturing images. front camera is average. only it's battery is awesome. I'm also confused between infinix hot 8 and redmi 8 and I buy redmi because of mi TRUST...READ MORE",0
190,190,Dileep Kumar Varma,Just wow!,5,Very nice battery very nice camera mobile very nice superREAD MORE,1
191,191,SAnt K,Total Disappointment ,5,"Please don't buy this product, As promised by Flipkart it was delivered in time. But there are only cons no pros i find for this mobile phone. It hangs very often. the switch selection while on ongoing call doesn't work properly. ""Wireless display"" keeps on searching for option even when it is displayed on screen and does not allow selection or setting. Camera is of no good quality either it be rear or front. It is heavy and not good for gaming; it heats up and hangs too. It is not worthy. M...READ MORE",1
192,192,suraj Kumar,Wonderful,5,"This phone is very good, it has a dual camera setup which is excellent and the battery of this phone is very good. I want to say a heartfelt thanks to Redmi for marking this phone at price 7,9999. this phone and also to Flipkart who gave just in  two days of under delivery. love Flipkart service.READ MORE",1
193,193,AJAY KUMAR,Terrific,5,"nice camera, nice display, nice performance, everything is good in for this price, in short fully paisa vasool mobile, go for it...READ MORE",1
194,194,HIMADRI SHEKHAR BANERJEE,Perfect product!,5,it is an excellent phone in this price range. face recognition and finger print sensor is class apart and also good camera. charged first time for 5 hrs and 30 hrs still going strong with moderate use. sound is also good. thank u Mi.READ MORE,1
195,195,Mr Ratnesh kumar,Brilliant,4,Excellent phone at this price...Hats up Flipkart delivery team for before time delivery...After using for two days here is the review..Pro:-1.Rear camera is very good with Sony IMX sensor at this price range2.All necessary sensors are there including iR blaster3.5000mah battery will last upto full days with heavy uses...for moderate it will go upto 1.5 to 2 days ..4.Finger print scanner at back is good..5.18 w fast charging support though they have given 10w charger in box...6.4gb R...READ MORE,1
196,196,Rishabh  Verma ,Very Good,5,Fairly good product. I mean 8000 rs is not a bad price. Coming to the specs of the phone this phone having 4gb of ram but this still show lags while operating this is becz of not a strong processor.. Please don't think of pubg on this. And camera is fairly good with portrait mode it takes decent pictures. Sound quality is quite good not too loud. Battery performance is quite good as MI is known for its battery. I would suggest to buy it for the person who needs a smartphone not a performance ...READ MORE,1
197,197,UMAR Shams,Hated it!,4,when you operate this phone it seems like it is not phone of xiaomi. it is first time I upset from this brand because its performance camera as well as display are not good like others xiaomi MI mobile. so don't buy itREAD MORE,1
198,198,Flipkart Customer,Mind-blowing purchase,1,so cute mobile nice colours very nic camera good thinks filpcard very fast serviceREAD MORE,0
199,199,Chaitanya Das,Good quality product,1,"HELLO, ITS TOO GOOD MOBILE ,LOOKS TOO GOOD AND DISPLAY IS GREAT FOR THIS PRICE. CAMERA MAY NOT TOO GOOD, BUT CONSIDERING THIS PRICE REDMI DOING WELL CHEAP MOBILE IN GOOD PRICE. BATTERY PERFORMANCE MAY BE SAY AFTER SOME DAY USE.READ MORE",0
200,200,Sumita Das,Wonderful,4,Best phone under 10000/-. Camera quality is avarage. Battery capacityand storage capacity are the most attractive part of this phone. Overall it is a good handset for normal users.READ MORE,1
201,201,Imran Sharif,Worthless,5,I think this the best Mobile for low price.coz I specially recommend u to buy this phone For the reason of money problem. thank u so much FlipkartREAD MORE,1
202,202,Smarty Enterprise,Not recommended at all,5,Not a Good Prooduct Mobile hanging Frrezing Not Proper Work And Flip Cart Not Support Not Purchess Flip Cart Any ProductREAD MORE,1
203,203,Vijay Singh,Terrific purchase,4,good phone best quality value for moneycamera and battery best good phone but Flipkart only 2 minutes saleREAD MORE,1
204,204,Sharik  Khan,Best in the market!,5,Good phone good camera good memory good battery good prosessor good designREAD MORE,1
205,205,Anirban Chakraborty,Wonderful,5,"I bought this product for my wife. She has been using since last week and I found performance is good. Battery life is good. It has 5000mAh battery and in one full charge it is giving about 1 and 1/2 days of usage, though my wife is not using this heavily. Mostly the phone used for study work of our children, watching YouTube and Facebook. Till now I have found performance is satisfactory. It is overall a good product.READ MORE",1
206,206,Sudeep Ganiga,Mind-blowing purchase,5,Mi mobile is best this nic product and speed is super battery backup super wonderful product thank you FlipkartREAD MORE,1
207,207,Karthik Darshan,Brilliant,5,Redmi 8 is very beautiful mobile nice camera  battery backup very powerful nice mobile 🤗🤗🤗🥰🥰😘READ MORE,1
208,208,Shashidhar,Highly recommended,1,nice to have this....The picture quality is nice and it works very smoothREAD MORE,0
209,209,Prasanta Patra,Super!,1,Super cellphone. Smooth working. I am happy to get this phone in good budget. Thanks Flip kart.READ MORE,0
210,210,Jamir  Gayen,Delightful,4,"A very good smart mobile at a low price Battery service is very nice The camera can't be called too bad ,All in all awesome mobileREAD MORE",1
211,211,Flipkart Customer,Value-for-money,4,I will give five Star to delivery service..this is the first product where I got it within 48 hours .. super fast delivery till now... thank you flipkartREAD MORE,1
212,212,Nayan  Mandal,Wonderful,4,Camera as good as a 12 MP lens..Battery & charging is good.We get type C port.. thats also good.But where is the performance.. i got this phone for 9799/-.. the other phone in price segment providing more powerful chipset like SD 660 or P60. Etc. . In this phone we get SD 439.. Phone has a heating issue in normal usage.Screen is not bad. But not also very good.READ MORE,1
213,213,Lalit Sharma,Wonderful,5,"GO FOR IT IF YOU WANT ASTHETIC + PERFORMANCE + COST EFFICIENCY +HUGE BATTERY +TYPE C+ MULTITASKING + IR BLASTER + MINIMUM GAMING Well optimised MIUI OS (known for it's great inbuilt features and beautiful interface) and good performance under daily use, Games like COC, Clash of clans, runs like butter without any major heating issue.Battery is quite big and last about 1.5 days under regular use and 6-7 hrs for continuous gaming .Built quality is also very beautiful (simple but unique)...READ MORE",1
214,214,Flipkart Customer,Good choice,4,Yeah good product I'll prefer in this price range!I have buyed for 9500!.Comparing to other mobiles in this price range this is quiet good!..exapmple realme c3 it doesn't have fingerprint sensor...but redmi I had fingerprint!...and others stuffs tooo.So if u want to buy this product pls go through it and search a lot...to know better!...and compare with other products !.And disadvantage is Indian banned apps are in built app in redmi 8 (zili).And thank you team Flipkart!READ MORE,1
215,215,Chandippa Gourishankar,Good choice,4,The phone with comfortable cost and better features excellent camera good battery And display phone condition is too goodREAD MORE,1
216,216,Praveen  Chowdary ,Awesome,5,Nice mobile with good performance. Thanks Flipkart for fast delivery worth for moneyREAD MORE,1
217,217,sai santosh  ambati,Really Nice,4,This Mobile is valuable for money. But the performance is not that good. Camera is not good and good thing about this mobile is battery life. If you want the mobile as for normal usage go for it. Otherwise not recommend.READ MORE,1
218,218,Shahabaz Pinjari,Super!,5,"Good mobile for those who have less use or just require some apps n dont play games at all, overall good mobile with good specs. Thanks Mi & flipkart for safe delivery 😃READ MORE",1
219,219,Vishnu  Prasath s,Terrific,5,Very nice mobile.. valuable for money Nice attractive style Safe and fast deliveryDeliver man good character.READ MORE,1
220,220,Sakshi Dhewale,Decent product,3,"All is wellBut, there should front flash and notification light which are available in mobiles having low price than this like infinix hot 8.Weight is aREAD MORE",0
221,221,Pankaj  Kumar,Pretty good,4,"camera is just ok screen display is average.battery is good as its 5000 mah however charging time is quite longtouch is also okSo overall in this price range this good to buy...but better put more money approx 1000-2000 and buy better option like oppo,vivo and motorola etcREAD MORE",1
222,222,Jitendra Kumar,Fabulous!,5,Very nice products I am a happy super fabulousREAD MORE,1
223,223,soumajit nandi,Worth the money,4,"Battery backup is very good.... Display is also good... Mostly sound quality is very shrill. Overall it's a nice product within budget. Better RAM and battery backup than Vivo, Oppo and other smartphones at this price. You can go ahead with this phoneAdditional benefit: you will get a transparent back cover along with the phoneREAD MORE",1
224,224,Flipkart Customer,Nice product,4,Although it's a good phone... Very nice under this money...with a very good performance...The battery is massive .no other problems...but I think the camera should improve atleast for some standard performance.... overall it's a good phoneREAD MORE,1
225,225,Pranav  A,Very Good,4,"Awesome mobile phone in this price range....Aura design is looking so magnificent.. ... Battery has superb backup...Charging time is lengthy ,but it's ok... Display and camera is good ...Ram management and User interface is awesome..No lags at all...But in the case of GPU and processor  xiaomi should have done better...Overall it's a budget friendly mobile phone under 10k... I'm totally impressed with this mobile....READ MORE",1
226,226,ABHILASH P N,Mind-blowing purchase,5,Since I am not a gaming freak. This phone is perfect for me. All my purposes from a smartphone is completely satisfied by redmi 8. Reviews showed it's processor is too old but it's enough for me. I strongly recommend this phone to those who not playing high end games.READ MORE,1
227,227,shreyas shetty,Moderate,5,Camera is the worst part of this phone if u want to click decent and good pic I would not recommend this phone and battery wise the brand mentioned 5000 mah but it's not up to the mark and drains battery fast. And coming to the performance it just OK   and it is also not suitable for heavy games like pubg this phone is better for old people and kids but not for the people who frequently uses the phoneREAD MORE,1
228,228,Gayaram Murmu,Terrific purchase,5,"Nice phone . At last  I  got  it . The price of the phone is perfect , good camera quality , battery back up is good  also.READ MORE",1
229,229,Vinodan KP,Terrific,2,Fast boosting and good performance. But some times hiting the the mobile. But it's very good and value for money. So i like it......READ MORE,0
230,230,Flipkart Customer,Wonderful,4,Really the name speaks itself redmi 8 is really great phone with powerful battery and it's worth money in 8000 you can't get any better mobile them that than this one really a good one Thumbs up for redmi 8READ MORE,1
231,231,Ebin 9894729210,Terrific,5,Such a wonderful product I like it so much thank for good and wonderful deliveryREAD MORE,1
232,232,Flipkart Customer,Awesome,5,It is very good product it battery is also very powerful if you will charge it only upto  94% then it can work for 2 to 3 days it's quality is also very goodREAD MORE,1
233,233,SAYANTANI BARMAN ROY,Mind-blowing purchase,5,I bought this Ruby red Mobile it a very good mobile. User friendly n m loving it!READ MORE,1
234,234,Rao Amit,Worth every penny,5,"PERFECT PRODUCT, GOOD PRICE OF MOBILE.WITH VERY GREAT AND BEST FEATURES AVAILABLE IN IT FROM CAMERA TO ,RAM TO SPACE.READ MORE",1
235,235,Vishwa Prakash,Must buy!,5,Value for money is what makes this phone to buy. While I was searching for a budget phone for my parents I Came across this phone and after doing some research I was convinced to buy this phone and was happy with the look and feel of phone in hand. Everything works just fine and is performing good so far although display quality could have been better and software needs to be simplified as way too many apps were pre loaded.READ MORE,1
236,236,rakesh kumar gupta,Wonderful,4,First all thank you flipkart for fast deliveryPhone is good in this range but need to improve camera and processorREAD MORE,1
237,237,Flipkart Customer,Fabulous!,5,lovely smart phone I gifted this to my gf and she is much satisfied from the phone ..READ MORE,1
238,238,Flipkart Customer,Fair,3,"After using 6 months here is full review with proa and cons ! Bought it at 7999! For 9500 it is never value for money and there is much better option like Moto g8 lite. I also use Redmi 5A so I will sometimes compare these twoPros:1) Battery, no words on this. This 5000mah performs better than expected.2) Design - yeah the phone is stylish, mainly the red one that I bought.I don't have any other options to praiseCons:1) Display: Though It has Hd+ display but it is worse than even my Re...READ MORE",0
239,239,Bani Roy,Value-for-money,4,"Good phone in 10k who are using only phone, but it is not suitable for game lover. Camera is ok & battery back up is not good for game lover & who are using net surfing on regular basis.READ MORE",1
240,240,Manendra Kumar singh,Terrific purchase,5,"Nice phone, great battery backup, overall best buy in this price range. Fully satisfiedREAD MORE",1
241,241,Balaji  Kadam,Great product,5,Nice phone good battery 👌 good display 👌 good camera problem only one hot mobileREAD MORE,1
242,242,ADIL MOHAMMED . N . A,Best in the market!,5,First of all i thank flipkart to delivered my phone within two daysI suggeste this one for an ordinary usageValue of money superb Battery capacity is awesome Camara is good I read some bad reviews about it's display I don't agree with that display is also goodREAD MORE,1
243,243,Akhilesh Chaudhary,Terrific,5,"battery dosnt feels like 5000 its like 4500....... back camera is just good daylight shots are marvellous night shot is bad even bad in comparison to redmi note 4 ....... front is amazing .,.... performance made for day to day simple tasks not recommended for gaming but still gfx tool can help a lot body......... design is amazing (best thing i like ) .  absolutely perfect for this price segment..READ MORE",1
