,User Name,Heading,Rating,Review,tokens,tokens_seg,tokens_stem,review1
126,Flipkart Customer,excellent,5,the product is so fantastic and well looking and very smart and iam very glad to buy this product realmevery warmly thankfull to flipkart and delivery agent,"['the', 'product', 'is', 'so', 'fantastic', 'and', 'well', 'looking', 'and', 'very', 'smart', 'and', 'iam', 'very', 'glad', 'to', 'buy', 'this', 'product', 'realmevery', 'warmly', 'thankfull', 'to', 'flipkart', 'and', 'delivery', 'agent']","['the', 'product', 'is', 'so', 'fantastic', 'and', 'well', 'looking', 'and', 'very', 'smart', 'and', 'i', 'am', 'very', 'glad', 'to', 'buy', 'this', 'product', 'realm', 'every', 'warmly', 'thankfull', 'to', 'flip', 'kart', 'and', 'delivery', 'agent']","['product', 'fantast', 'well', 'look', 'smart', 'glad', 'buy', 'product', 'realm', 'everi', 'warmli', 'thankful', 'flip', 'kart', 'deliveri', 'agent']",product fantast well look smart glad buy product realm everi warmli thankful flip kart deliveri agent
127,Flipkart Customer,not good,2,camara is bad,"['camara', 'is', 'bad']","['camara', 'is', 'bad']","['camara', 'bad']",camara bad
128,Alex Xander,terrific,2,worth for buying in this rate,"['worth', 'for', 'buying', 'in', 'this', 'rate']","['worth', 'for', 'buying', 'in', 'this', 'rate']","['worth', 'buy', 'rate']",worth buy rate
129,Flipkart Customer,not good,1,picture quality and colours are not good in camera also display quality is worst in this price range wont buy realme next time,"['picture', 'quality', 'and', 'colours', 'are', 'not', 'good', 'in', 'camera', 'also', 'display', 'quality', 'is', 'worst', 'in', 'this', 'price', 'range', 'wont', 'buy', 'realme', 'next', 'time']","['picture', 'quality', 'and', 'colours', 'are', 'not', 'good', 'in', 'camera', 'also', 'display', 'quality', 'is', 'worst', 'in', 'this', 'price', 'range', 'wont', 'buy', 'real', 'me', 'next', 'time']","['pictur', 'qualiti', 'colour', 'not', 'good', 'camera', 'also', 'display', 'qualiti', 'worst', 'price', 'rang', 'wont', 'buy', 'real', 'next', 'time']",pictur qualiti colour not good camera also display qualiti worst price rang wont buy real next time
130,Harisha K,terrific,5,i am givingstar so that my rating will be on top and everyone will read my comments and wont ever purchase anything from flipkarthorrible camera i want give the worst rating ever dont ever buy this mobile i hate flipkart service dont want to purchase anything from flipkart ever will deactivate my account from flipkart i wanted to return my mobile immediately after i received it as i did not like the camera quality flipkart rejected my return soo many times so i want to deacti,"['i', 'am', 'givingstar', 'so', 'that', 'my', 'rating', 'will', 'be', 'on', 'top', 'and', 'everyone', 'will', 'read', 'my', 'comments', 'and', 'wont', 'ever', 'purchase', 'anything', 'from', 'flipkarthorrible', 'camera', 'i', 'want', 'give', 'the', 'worst', 'rating', 'ever', 'dont', 'ever', 'buy', 'this', 'mobile', 'i', 'hate', 'flipkart', 'service', 'dont', 'want', 'to', 'purchase', 'anything', 'from', 'flipkart', 'ever', 'will', 'deactivate', 'my', 'account', 'from', 'flipkart', 'i', 'wanted', 'to', 'return', 'my', 'mobile', 'immediately', 'after', 'i', 'received', 'it', 'as', 'i', 'did', 'not', 'like', 'the', 'camera', 'quality', 'flipkart', 'rejected', 'my', 'return', 'soo', 'many', 'times', 'so', 'i', 'want', 'to', 'deacti']","['i', 'am', 'giving', 'star', 'so', 'that', 'my', 'rating', 'will', 'be', 'on', 'top', 'and', 'everyone', 'will', 'read', 'my', 'comments', 'and', 'wont', 'ever', 'purchase', 'anything', 'from', 'flip', 'kart', 'horrible', 'camera', 'i', 'want', 'give', 'the', 'worst', 'rating', 'ever', 'dont', 'ever', 'buy', 'this', 'mobile', 'i', 'hate', 'flip', 'kart', 'service', 'dont', 'want', 'to', 'purchase', 'anything', 'from', 'flip', 'kart', 'ever', 'will', 'deactivate', 'my', 'account', 'from', 'flip', 'kart', 'i', 'wanted', 'to', 'return', 'my', 'mobile', 'immediately', 'after', 'i', 'received', 'it', 'as', 'i', 'did', 'not', 'like', 'the', 'camera', 'quality', 'flip', 'kart', 'rejected', 'my', 'return', 'soo', 'many', 'times', 'so', 'i', 'want', 'to', 'de', 'act', 'i']","['give', 'star', 'rate', 'top', 'everyon', 'read', 'comment', 'wont', 'ever', 'purchas', 'anyth', 'flip', 'kart', 'horribl', 'camera', 'want', 'give', 'worst', 'rate', 'ever', 'dont', 'ever', 'buy', 'mobil', 'hate', 'flip', 'kart', 'servic', 'dont', 'want', 'purchas', 'anyth', 'flip', 'kart', 'ever', 'deactiv', 'account', 'flip', 'kart', 'want', 'return', 'mobil', 'immedi', 'receiv', 'not', 'like', 'camera', 'qualiti', 'flip', 'kart', 'reject', 'return', 'soo', 'mani', 'time', 'want', 'de', 'act']",give star rate top everyon read comment wont ever purchas anyth flip kart horribl camera want give worst rate ever dont ever buy mobil hate flip kart servic dont want purchas anyth flip kart ever deactiv account flip kart want return mobil immedi receiv not like camera qualiti flip kart reject return soo mani time want de act
131,Dinesh Mer,best in the market,5,ok,['ok'],['ok'],['ok'],ok
132,Sanjeev Kumar Gupta,super,5,excellent phone,"['excellent', 'phone']","['excellent', 'phone']","['excel', 'phone']",excel phone
133,Kapil  Dev,excellent,5,goodproduct,['goodproduct'],"['good', 'product']","['good', 'product']",good product
134,Flipkart Customer,wonderful,5,this product is awesome i happy,"['this', 'product', 'is', 'awesome', 'i', 'happy']","['this', 'product', 'is', 'awesome', 'i', 'happy']","['product', 'awesom', 'happi']",product awesom happi
135,Dushyant Singh,not recommended at all,5,bad product by realme,"['bad', 'product', 'by', 'realme']","['bad', 'product', 'by', 'real', 'me']","['bad', 'product', 'real']",bad product real
136,Prakash Chaudhari,terrific,5,good,['good'],['good'],['good'],good
137,Nitul  Talukdar,terrific purchase,4,fantastic handset,"['fantastic', 'handset']","['fantastic', 'handset']","['fantast', 'handset']",fantast handset
138,Prasad Yalla,good choice,5,good,['good'],['good'],['good'],good
139,Alleti  Gopal,highly recommended,1,totally good,"['totally', 'good']","['totally', 'good']","['total', 'good']",total good
140,Ramesh Kumar  Yadav,wonderful,4,nice phone and good work,"['nice', 'phone', 'and', 'good', 'work']","['nice', 'phone', 'and', 'good', 'work']","['nice', 'phone', 'good', 'work']",nice phone good work
141,Muskan Ansari,pretty good,4,good,['good'],['good'],['good'],good
142,Vasani Chandu,very poor,5,very bed,"['very', 'bed']","['very', 'bed']",['bed'],bed
143,Namdev Gaikwad,excellent,5,awesome phonethis is in low cost phone in high featured phone,"['awesome', 'phonethis', 'is', 'in', 'low', 'cost', 'phone', 'in', 'high', 'featured', 'phone']","['awesome', 'phone', 'this', 'is', 'in', 'low', 'cost', 'phone', 'in', 'high', 'featured', 'phone']","['awesom', 'phone', 'low', 'cost', 'phone', 'high', 'featur', 'phone']",awesom phone low cost phone high featur phone
144,Namdev Gaikwad,just wow,5,nice n excellent phonecamera is fantastic,"['nice', 'n', 'excellent', 'phonecamera', 'is', 'fantastic']","['nice', 'n', 'excellent', 'phone', 'camera', 'is', 'fantastic']","['nice', 'n', 'excel', 'phone', 'camera', 'fantast']",nice n excel phone camera fantast
145,Kamlesh  Darbar ,terrific,5,great mobile,"['great', 'mobile']","['great', 'mobile']","['great', 'mobil']",great mobil
146,Flipkart Customer,awesome,5,osm phone and very strong good productrealmi company,"['osm', 'phone', 'and', 'very', 'strong', 'good', 'productrealmi', 'company']","['osm', 'phone', 'and', 'very', 'strong', 'good', 'product', 'realm', 'i', 'company']","['osm', 'phone', 'strong', 'good', 'product', 'realm', 'compani']",osm phone strong good product realm compani
147,Mozammil,awesome,5,value of money and very good mobile in this price i am happy,"['value', 'of', 'money', 'and', 'very', 'good', 'mobile', 'in', 'this', 'price', 'i', 'am', 'happy']","['value', 'of', 'money', 'and', 'very', 'good', 'mobile', 'in', 'this', 'price', 'i', 'am', 'happy']","['valu', 'money', 'good', 'mobil', 'price', 'happi']",valu money good mobil price happi
148,Amitab Dubey,super,4,nice,['nice'],['nice'],['nice'],nice
149,Flipkart Customer,good quality product,1,niceexcellent,['niceexcellent'],"['nice', 'excellent']","['nice', 'excel']",nice excel
150,Akhil Kumar  yadav,excellent,5,good,['good'],['good'],['good'],good
151,Alok Kumar Rana,nice product,4,very gd mobile,"['very', 'gd', 'mobile']","['very', 'gd', 'mobile']","['gd', 'mobil']",gd mobil
152,Tarandeep Singh,not good,5,have used it for more thanmonth and found that not good for gaming and camera is too poor even poor thanmphanging issue sometimes but less not satisfied with this phone and not recommended it at all,"['have', 'used', 'it', 'for', 'more', 'thanmonth', 'and', 'found', 'that', 'not', 'good', 'for', 'gaming', 'and', 'camera', 'is', 'too', 'poor', 'even', 'poor', 'thanmphanging', 'issue', 'sometimes', 'but', 'less', 'not', 'satisfied', 'with', 'this', 'phone', 'and', 'not', 'recommended', 'it', 'at', 'all']","['have', 'used', 'it', 'for', 'more', 'than', 'month', 'and', 'found', 'that', 'not', 'good', 'for', 'gaming', 'and', 'camera', 'is', 'too', 'poor', 'even', 'poor', 'than', 'mp', 'hanging', 'issue', 'sometimes', 'but', 'less', 'not', 'satisfied', 'with', 'this', 'phone', 'and', 'not', 'recommended', 'it', 'at', 'all']","['use', 'month', 'found', 'not', 'good', 'game', 'camera', 'poor', 'even', 'poor', 'mp', 'hang', 'issu', 'sometim', 'less', 'not', 'satisfi', 'phone', 'not', 'recommend']",use month found not good game camera poor even poor mp hang issu sometim less not satisfi phone not recommend
153,Shubham Pandit,simply awesome,5,good,['good'],['good'],['good'],good
154,shamkant patil,worth every penny,5,good not bad,"['good', 'not', 'bad']","['good', 'not', 'bad']","['good', 'not', 'bad']",good not bad
155,Flipkart Customer,best in the market,5,nyc,['nyc'],['nyc'],['nyc'],nyc
156,Sriaknth Srikanth,just wow,5,good,['good'],['good'],['good'],good
157,Rinchha Ram Sarli Barmer,terrific,3,good,['good'],['good'],['good'],good
158,Deepak  Ahirwar,just okay,5,good,['good'],['good'],['good'],good
159,Javith Mohideen,awesome,2,nice,['nice'],['nice'],['nice'],nice
160,Upendra .N,terrific purchase,5,awesome,['awesome'],['awesome'],['awesom'],awesom
161,satya praksh,perfect product,5,nice product,"['nice', 'product']","['nice', 'product']","['nice', 'product']",nice product
162,Prince Jaiswal,must buy,5,product is good,"['product', 'is', 'good']","['product', 'is', 'good']","['product', 'good']",product good
163,Deep Yadav,wonderful,5,nice phone but camera not good,"['nice', 'phone', 'but', 'camera', 'not', 'good']","['nice', 'phone', 'but', 'camera', 'not', 'good']","['nice', 'phone', 'camera', 'not', 'good']",nice phone camera not good
164,Flipkart Customer,valueformoney,4,mobile is good but camera is not good,"['mobile', 'is', 'good', 'but', 'camera', 'is', 'not', 'good']","['mobile', 'is', 'good', 'but', 'camera', 'is', 'not', 'good']","['mobil', 'good', 'camera', 'not', 'good']",mobil good camera not good
165,Flipkart Customer,simply awesome,5,superb products paisa vasool,"['superb', 'products', 'paisa', 'vasool']","['superb', 'products', 'paisa', 'va', 'sool']","['superb', 'product', 'paisa', 'va', 'sool']",superb product paisa va sool
166,Gaurav Jadhav,worth every penny,5,must buy if it is available undermore,"['must', 'buy', 'if', 'it', 'is', 'available', 'undermore']","['must', 'buy', 'if', 'it', 'is', 'available', 'under', 'more']","['must', 'buy', 'avail']",must buy avail
167,Shubhank Chaubey,good quality product,4,nyc phone,"['nyc', 'phone']","['nyc', 'phone']","['nyc', 'phone']",nyc phone
168,kanchan  sagar,expected a better product,5,camera was not good ram was not well,"['camera', 'was', 'not', 'good', 'ram', 'was', 'not', 'well']","['camera', 'was', 'not', 'good', 'ram', 'was', 'not', 'well']","['camera', 'not', 'good', 'ram', 'not', 'well']",camera not good ram not well
169,P KANDA SWAMY,must buy,2,good,['good'],['good'],['good'],good
170,HARSHAWARDHAN KAMBLE,fabulous,5,absolutely terrific,"['absolutely', 'terrific']","['absolutely', 'terrific']","['absolut', 'terrif']",absolut terrif
171,SUMi RANi,great product,5,very good,"['very', 'good']","['very', 'good']",['good'],good
172,Govind Rajput,great product,5,all process are good,"['all', 'process', 'are', 'good']","['all', 'process', 'are', 'good']","['process', 'good']",process good
173,Vijay  Sardar,dont waste your money,5,ok,['ok'],['ok'],['ok'],ok
174,Munna Ahmad,must buy,5,good,['good'],['good'],['good'],good
175,Flipkart Customer,just wow,5,nice,['nice'],['nice'],['nice'],nice
176,raja Banarji,brilliant,5,nice mobile,"['nice', 'mobile']","['nice', 'mobile']","['nice', 'mobil']",nice mobil
177,Punit Das,simply awesome,5,awesome,['awesome'],['awesome'],['awesom'],awesom
178,SADDAM HUSSAIN,super,5,best phone at this price,"['best', 'phone', 'at', 'this', 'price']","['best', 'phone', 'at', 'this', 'price']","['best', 'phone', 'price']",best phone price
179,Flipkart Customer,super,1,good,['good'],['good'],['good'],good
180,SAURAV BAKSHI,excellent,5,excellent phone camera is awesome and battery backup is too good,"['excellent', 'phone', 'camera', 'is', 'awesome', 'and', 'battery', 'backup', 'is', 'too', 'good']","['excellent', 'phone', 'camera', 'is', 'awesome', 'and', 'battery', 'backup', 'is', 'too', 'good']","['excel', 'phone', 'camera', 'awesom', 'batteri', 'backup', 'good']",excel phone camera awesom batteri backup good
181,Flipkart Customer,super,5,super,['super'],['super'],['super'],super
182,Shreenivas Boodihal,best in the market,5,good product,"['good', 'product']","['good', 'product']","['good', 'product']",good product
183,Ajit  Raj,mindblowing purchase,5,good,['good'],['good'],['good'],good
184,HaR PraSaD PaL,mindblowing purchase,5,good phone undermore,"['good', 'phone', 'undermore']","['good', 'phone', 'under', 'more']","['good', 'phone']",good phone
185,Flipkart Customer,simply awesome,5,best phone in this budget,"['best', 'phone', 'in', 'this', 'budget']","['best', 'phone', 'in', 'this', 'budget']","['best', 'phone', 'budget']",best phone budget
186,Outlawzz  Anu,terrific,5,nice phone,"['nice', 'phone']","['nice', 'phone']","['nice', 'phone']",nice phone
187,Flipkart Customer,perfect product,5,awesome,['awesome'],['awesome'],['awesom'],awesom
188,Flipkart Customer,expected a better product,3,camera is not good,"['camera', 'is', 'not', 'good']","['camera', 'is', 'not', 'good']","['camera', 'not', 'good']",camera not good
189,Flipkart Customer,fair,2,battery backup is good but selfie camera need to improve performance good overall phone is good note camera,"['battery', 'backup', 'is', 'good', 'but', 'selfie', 'camera', 'need', 'to', 'improve', 'performance', 'good', 'overall', 'phone', 'is', 'good', 'note', 'camera']","['battery', 'backup', 'is', 'good', 'but', 'self', 'ie', 'camera', 'need', 'to', 'improve', 'performance', 'good', 'overall', 'phone', 'is', 'good', 'note', 'camera']","['batteri', 'backup', 'good', 'self', 'ie', 'camera', 'need', 'improv', 'perform', 'good', 'overal', 'phone', 'good', 'note', 'camera']",batteri backup good self ie camera need improv perform good overal phone good note camera
190,Flipkart Customer,excellent,5,nice performance,"['nice', 'performance']","['nice', 'performance']","['nice', 'perform']",nice perform
191,PRAVEEN SHARMA,decent product,3,good,['good'],['good'],['good'],good
192,SK MD Minhaz,nice,3,most dissatisfactory thing is its display its pathetic camera is also not do justice to the photos just holds the sticker ofmp nothing elseonly things the quite impressive is sd,"['most', 'dissatisfactory', 'thing', 'is', 'its', 'display', 'its', 'pathetic', 'camera', 'is', 'also', 'not', 'do', 'justice', 'to', 'the', 'photos', 'just', 'holds', 'the', 'sticker', 'ofmp', 'nothing', 'elseonly', 'things', 'the', 'quite', 'impressive', 'is', 'sd']","['most', 'dis', 'satisfactory', 'thing', 'is', 'its', 'display', 'its', 'pathetic', 'camera', 'is', 'also', 'not', 'do', 'justice', 'to', 'the', 'photos', 'just', 'holds', 'the', 'sticker', 'of', 'mp', 'nothing', 'else', 'only', 'things', 'the', 'quite', 'impressive', 'is', 'sd']","['di', 'satisfactori', 'thing', 'display', 'pathet', 'camera', 'also', 'not', 'justic', 'photo', 'hold', 'sticker', 'mp', 'noth', 'els', 'thing', 'quit', 'impress', 'sd']",di satisfactori thing display pathet camera also not justic photo hold sticker mp noth els thing quit impress sd
193,Flipkart Customer,dont waste your money,4,my phone wascompletely damaged,"['my', 'phone', 'wascompletely', 'damaged']","['my', 'phone', 'was', 'completely', 'damaged']","['phone', 'complet', 'damag']",phone complet damag
194,Sudharsan R,good choice,5,assembled in india,"['assembled', 'in', 'india']","['assembled', 'in', 'india']","['assembl', 'india']",assembl india
195,Manish Saini,excellent,5,good,['good'],['good'],['good'],good
196,shivamumar.B,classy product,5,nice,['nice'],['nice'],['nice'],nice
197,Raghib Raza,great product,5,good,['good'],['good'],['good'],good
198,Deepa Dalmia,terrific purchase,5,good phone,"['good', 'phone']","['good', 'phone']","['good', 'phone']",good phone
199,Aryan Kumar,simply awesome,1,the product is nice,"['the', 'product', 'is', 'nice']","['the', 'product', 'is', 'nice']","['product', 'nice']",product nice
200,NAVIN KUMAWAT,dont waste your money,5,display and camera quality very poor,"['display', 'and', 'camera', 'quality', 'very', 'poor']","['display', 'and', 'camera', 'quality', 'very', 'poor']","['display', 'camera', 'qualiti', 'poor']",display camera qualiti poor
201,Pratik Singh,fabulous,4,best,['best'],['best'],['best'],best
202,Pankaj Kumar,very good,4,osm products ,"['osm', 'products']","['osm', 'products']","['osm', 'product']",osm product
203,Flipkart Customer,wonderful,4,nice choice,"['nice', 'choice']","['nice', 'choice']","['nice', 'choic']",nice choic
204,Ashik Khan,worth the money,4,back camera amazing but selfie is not good,"['back', 'camera', 'amazing', 'but', 'selfie', 'is', 'not', 'good']","['back', 'camera', 'amazing', 'but', 'self', 'ie', 'is', 'not', 'good']","['back', 'camera', 'amaz', 'self', 'ie', 'not', 'good']",back camera amaz self ie not good
205,Anil Raut,valueformoney,5,good quality product realmetks filpkart service good,"['good', 'quality', 'product', 'realmetks', 'filpkart', 'service', 'good']","['good', 'quality', 'product', 'real', 'met', 'ks', 'filp', 'kart', 'service', 'good']","['good', 'qualiti', 'product', 'real', 'met', 'ks', 'filp', 'kart', 'servic', 'good']",good qualiti product real met ks filp kart servic good
206,PARTHASARATHI PARIDA,fabulous,5,good,['good'],['good'],['good'],good
207,Flipkart Customer,perfect product,5,good,['good'],['good'],['good'],good
208,Ebi Earnest,super,5,no negative feedbacks,"['no', 'negative', 'feedbacks']","['no', 'negative', 'feedbacks']","['neg', 'feedback']",neg feedback
209,GOURAV BAJAJ,wonderful,1,awesome product,"['awesome', 'product']","['awesome', 'product']","['awesom', 'product']",awesom product
210,N.K Raaz,brilliant,5,behtarin mobile set,"['behtarin', 'mobile', 'set']","['be', 'ht', 'arin', 'mobile', 'set']","['ht', 'arin', 'mobil', 'set']",ht arin mobil set
211,Flipkart Customer,just okay,3,its slower than other makes,"['its', 'slower', 'than', 'other', 'makes']","['its', 'slower', 'than', 'other', 'makes']","['slower', 'make']",slower make
212,SAURAV BAKSHI,excellent,5,excellent phone camera is awesome and battery backup is too good,"['excellent', 'phone', 'camera', 'is', 'awesome', 'and', 'battery', 'backup', 'is', 'too', 'good']","['excellent', 'phone', 'camera', 'is', 'awesome', 'and', 'battery', 'backup', 'is', 'too', 'good']","['excel', 'phone', 'camera', 'awesom', 'batteri', 'backup', 'good']",excel phone camera awesom batteri backup good
213,Flipkart Customer,super,5,super,['super'],['super'],['super'],super
214,Shreenivas Boodihal,best in the market,5,good product,"['good', 'product']","['good', 'product']","['good', 'product']",good product
215,Ajit  Raj,mindblowing purchase,5,good,['good'],['good'],['good'],good
216,HaR PraSaD PaL,mindblowing purchase,5,good phone undermore,"['good', 'phone', 'undermore']","['good', 'phone', 'under', 'more']","['good', 'phone']",good phone
217,Flipkart Customer,simply awesome,5,best phone in this budget,"['best', 'phone', 'in', 'this', 'budget']","['best', 'phone', 'in', 'this', 'budget']","['best', 'phone', 'budget']",best phone budget
218,Outlawzz  Anu,terrific,5,nice phone,"['nice', 'phone']","['nice', 'phone']","['nice', 'phone']",nice phone
219,Flipkart Customer,perfect product,5,awesome,['awesome'],['awesome'],['awesom'],awesom
220,Flipkart Customer,expected a better product,3,camera is not good,"['camera', 'is', 'not', 'good']","['camera', 'is', 'not', 'good']","['camera', 'not', 'good']",camera not good
221,Flipkart Customer,fair,5,battery backup is good but selfie camera need to improve performance good overall phone is good note camera,"['battery', 'backup', 'is', 'good', 'but', 'selfie', 'camera', 'need', 'to', 'improve', 'performance', 'good', 'overall', 'phone', 'is', 'good', 'note', 'camera']","['battery', 'backup', 'is', 'good', 'but', 'self', 'ie', 'camera', 'need', 'to', 'improve', 'performance', 'good', 'overall', 'phone', 'is', 'good', 'note', 'camera']","['batteri', 'backup', 'good', 'self', 'ie', 'camera', 'need', 'improv', 'perform', 'good', 'overal', 'phone', 'good', 'note', 'camera']",batteri backup good self ie camera need improv perform good overal phone good note camera
222,Flipkart Customer,excellent,3,nice performance,"['nice', 'performance']","['nice', 'performance']","['nice', 'perform']",nice perform
223,PRAVEEN SHARMA,decent product,3,good,['good'],['good'],['good'],good
224,SK MD Minhaz,nice,4,most dissatisfactory thing is its display its pathetic camera is also not do justice to the photos just holds the sticker ofmp nothing elseonly things the quite impressive is sd,"['most', 'dissatisfactory', 'thing', 'is', 'its', 'display', 'its', 'pathetic', 'camera', 'is', 'also', 'not', 'do', 'justice', 'to', 'the', 'photos', 'just', 'holds', 'the', 'sticker', 'ofmp', 'nothing', 'elseonly', 'things', 'the', 'quite', 'impressive', 'is', 'sd']","['most', 'dis', 'satisfactory', 'thing', 'is', 'its', 'display', 'its', 'pathetic', 'camera', 'is', 'also', 'not', 'do', 'justice', 'to', 'the', 'photos', 'just', 'holds', 'the', 'sticker', 'of', 'mp', 'nothing', 'else', 'only', 'things', 'the', 'quite', 'impressive', 'is', 'sd']","['di', 'satisfactori', 'thing', 'display', 'pathet', 'camera', 'also', 'not', 'justic', 'photo', 'hold', 'sticker', 'mp', 'noth', 'els', 'thing', 'quit', 'impress', 'sd']",di satisfactori thing display pathet camera also not justic photo hold sticker mp noth els thing quit impress sd
225,Flipkart Customer,dont waste your money,5,my phone wascompletely damaged,"['my', 'phone', 'wascompletely', 'damaged']","['my', 'phone', 'was', 'completely', 'damaged']","['phone', 'complet', 'damag']",phone complet damag
226,Sudharsan R,good choice,5,assembled in india,"['assembled', 'in', 'india']","['assembled', 'in', 'india']","['assembl', 'india']",assembl india
227,Manish Saini,excellent,5,good,['good'],['good'],['good'],good
228,shivamumar.B,classy product,2,nice,['nice'],['nice'],['nice'],nice
229,Raghib Raza,great product,1,good,['good'],['good'],['good'],good
230,Deepa Dalmia,terrific purchase,5,good phone,"['good', 'phone']","['good', 'phone']","['good', 'phone']",good phone
231,Aryan Kumar,simply awesome,5,the product is nice,"['the', 'product', 'is', 'nice']","['the', 'product', 'is', 'nice']","['product', 'nice']",product nice
232,NAVIN KUMAWAT,dont waste your money,5,display and camera quality very poor,"['display', 'and', 'camera', 'quality', 'very', 'poor']","['display', 'and', 'camera', 'quality', 'very', 'poor']","['display', 'camera', 'qualiti', 'poor']",display camera qualiti poor
233,Pratik Singh,fabulous,4,best,['best'],['best'],['best'],best
234,Pankaj Kumar,very good,4,osm products ,"['osm', 'products']","['osm', 'products']","['osm', 'product']",osm product
235,Flipkart Customer,wonderful,4,nice choice,"['nice', 'choice']","['nice', 'choice']","['nice', 'choic']",nice choic
236,Ashik Khan,worth the money,4,back camera amazing but selfie is not good,"['back', 'camera', 'amazing', 'but', 'selfie', 'is', 'not', 'good']","['back', 'camera', 'amazing', 'but', 'self', 'ie', 'is', 'not', 'good']","['back', 'camera', 'amaz', 'self', 'ie', 'not', 'good']",back camera amaz self ie not good
237,Anil Raut,valueformoney,5,good quality product realmetks filpkart service good,"['good', 'quality', 'product', 'realmetks', 'filpkart', 'service', 'good']","['good', 'quality', 'product', 'real', 'met', 'ks', 'filp', 'kart', 'service', 'good']","['good', 'qualiti', 'product', 'real', 'met', 'ks', 'filp', 'kart', 'servic', 'good']",good qualiti product real met ks filp kart servic good
238,PARTHASARATHI PARIDA,fabulous,5,good,['good'],['good'],['good'],good
239,Flipkart Customer,perfect product,1,good,['good'],['good'],['good'],good
240,subrata das,just wow,5,very good product,"['very', 'good', 'product']","['very', 'good', 'product']","['good', 'product']",good product
241,Kandagatla Praveen kumar,wonderful,4,ok,['ok'],['ok'],['ok'],ok
242,Malaya Dash,mindblowing purchase,5,wonderful mobile i have ever seen,"['wonderful', 'mobile', 'i', 'have', 'ever', 'seen']","['wonderful', 'mobile', 'i', 'have', 'ever', 'seen']","['wonder', 'mobil', 'ever', 'seen']",wonder mobil ever seen
243,AMIT PAWAR,good,3,screen resolution is very disappointing,"['screen', 'resolution', 'is', 'very', 'disappointing']","['screen', 'resolution', 'is', 'very', 'disappointing']","['screen', 'resolut', 'disappoint']",screen resolut disappoint
244,Mithlesh Sharma,nice,3,just ok,"['just', 'ok']","['just', 'ok']",['ok'],ok
245,Drx. Amit Baboo,very good,4,nicemobile and battery backup best,"['nicemobile', 'and', 'battery', 'backup', 'best']","['nice', 'mobile', 'and', 'battery', 'backup', 'best']","['nice', 'mobil', 'batteri', 'backup', 'best']",nice mobil batteri backup best
246,Flipkart Customer,wonderful,4,camera is not as my expectations but its work as onlympperformance is good and battery backup all is good as this price range,"['camera', 'is', 'not', 'as', 'my', 'expectations', 'but', 'its', 'work', 'as', 'onlympperformance', 'is', 'good', 'and', 'battery', 'backup', 'all', 'is', 'good', 'as', 'this', 'price', 'range']","['camera', 'is', 'not', 'as', 'my', 'expectations', 'but', 'its', 'work', 'as', 'only', 'mp', 'performance', 'is', 'good', 'and', 'battery', 'backup', 'all', 'is', 'good', 'as', 'this', 'price', 'range']","['camera', 'not', 'expect', 'work', 'mp', 'perform', 'good', 'batteri', 'backup', 'good', 'price', 'rang']",camera not expect work mp perform good batteri backup good price rang
247,Flipkart Customer,mindblowing purchase,5,good,['good'],['good'],['good'],good
248,Akash Kumar,terrific,5,great phone under low budget,"['great', 'phone', 'under', 'low', 'budget']","['great', 'phone', 'under', 'low', 'budget']","['great', 'phone', 'low', 'budget']",great phone low budget
249,Flipkart Customer,nice,3,very good,"['very', 'good']","['very', 'good']",['good'],good
